Town,County,Latitude,Longitude,Elevation,Population
Glenmore,Clare,52.7669444,-9.265,492,2514
Glenroe,Clare,53.063889,-9.0280556,515,2532
Gortaheera,Clare,52.7636111,-9.3325,479,2514
Gortnacummer,Clare,52.9055556,-8.7105556,213,2507
Gortnamearacaun,Clare,52.9452778,-8.8138889,528,2556
Goulbourne Bridge,Clare,52.7022222,-9.3016667,101,2520
Grean Mountain,Clare,52.7936111,-8.6144444,462,2511
Hell Bridge,Clare,52.8402778,-8.8288889,170,2510
Hogans Bridge,Clare,52.8458333,-9.3755556,249,1989
Hogans Bridge,Clare,52.8458333,-9.3755556,249,1989
Hurlers Cross,Clare,52.7155556,-8.8302778,3,2697
Illaunbaun,Clare,52.8666667,-9.3152778,508,2503
Inagh,Clare,52.875,-9.1816667,226,2510
Inis,Clare,52.8436111,-8.9863889,49,2510
Inis Diomain,Clare,52.9447222,-9.2922222,141,2373
Inis Díomáin,Clare,52.9447222,-9.2922222,141,2373
Kilbaha,Clare,52.55,-9.8672222,0,662
Kilbane,Clare,52.8022222,-8.5647222,219,2512
Kilclaran,Clare,52.9536111,-8.6458333,282,2503
Kilconnell,Clare,52.9469444,-9.4488889,269,852
Kilcorkan,Clare,53.0452778,-8.9077778,170,2767
Kildysart,Clare,52.6716667,-9.1063889,3,2794
Kilfearagh,Clare,52.6597222,-9.6544444,111,2264
Kilfenora,Clare,52.9938889,-9.2136111,242,2500
Kilkee,Clare,52.6791667,-9.6441667,36,1562
Kilkerin,Clare,52.6075,-9.3147222,62,3286
Kilkishen,Clare,52.8066667,-8.7458333,206,2511
Killadysert,Clare,52.6716667,-9.1063889,3,2794
Killaloe,Clare,52.8066667,-8.4436111,180,2359
Killanena,Clare,52.9861111,-8.7016667,616,2534
Killeedy,Clare,52.3838889,-9.0744444,406,5492
Killeen,Clare,52.9625,-9.0644444,170,2500
Killimer,Clare,52.6108333,-9.3938889,0,2594
Killinaboy,Clare,52.9719444,-9.0813889,187,2500
Kilmaley,Clare,52.8277778,-9.1180556,249,2511
Kilmihil,Clare,52.7213889,-9.3186111,246,2517
Kilmurry,Clare,52.8011111,-9.4541667,111,1863
Kilmurry,Clare,52.7761111,-8.7827778,154,2514
Kilmurry McMahon,Clare,52.6525,-9.2936111,3,2555
Kilnaboy,Clare,52.9719444,-9.0813889,187,2500
Kilnamona,Clare,52.8677778,-9.0805556,249,2510
Kilrush,Clare,52.6397222,-9.4833333,3,2509
Kilshanny,Clare,52.9847222,-9.2941667,187,2438
Kiltrellig,Clare,52.5669444,-9.85,0,662
Kilvoydan,Clare,52.8841667,-8.9102778,347,2507
Knock,Clare,52.6280556,-9.3333333,0,2555
Knockacutteen,Clare,52.9813889,-9.2130556,249,2500
Knockalough,Clare,52.7102778,-9.2605556,164,2517
Knockbrack Upper,Clare,52.7363889,-8.5761111,147,2963
Knockeighra,Clare,52.9619444,-9.1538889,278,2500
Knockfin Cross Roads,Clare,53.0291667,-9.3647222,219,2033
Knocknahila Bridge,Clare,52.7836111,-9.3975,203,2508
Knocknamucky,Clare,52.9055556,-8.9097222,291,2507
Labasheeda,Clare,52.6233333,-9.2469444,0,3925
Labbasheeda,Clare,52.6233333,-9.2469444,0,3925
Lahinch,Clare,52.9366667,-9.3452778,180,2113
Lannaght,Clare,53.0130556,-8.7163889,249,2725
Latoon Bridge,Clare,52.795,-8.9216667,13,2511
Lavally,Clare,52.7316667,-9.0769444,108,2517
Leaba Shioda,Clare,52.6233333,-9.2469444,0,3925
Leaba Shíoda,Clare,52.6233333,-9.2469444,0,3925
Leana,Clare,52.9888889,-9.0822222,259,2500
Lecarrow,Clare,52.9208333,-8.6244444,236,2503
Lehinch,Clare,52.9366667,-9.3452778,180,2113
Lios Ceannuir,Clare,52.9416667,-9.3858333,0,1577
Lios Ceannúir,Clare,52.9416667,-9.3858333,0,1577
Lios Duin Bhearna,Clare,53.0327778,-9.2883333,252,2497
Lios Dúin Bhearna,Clare,53.0327778,-9.2883333,252,2497
Liscannor,Clare,52.9416667,-9.3858333,0,1577
Liscanor,Clare,52.9416667,-9.3858333,0,1577
Liscasey,Clare,52.7511111,-9.1930556,383,2514
Liscullaun,Clare,52.8511111,-8.7272222,423,2510
Lisdeen,Clare,52.675,-9.6086111,9,2172
Lisdoonvarna,Clare,53.0327778,-9.2883333,252,2497
Lismorahaun,Clare,53.0747222,-9.2488889,685,2493
Lisroe,Clare,52.7958333,-9.1886111,498,2511
Lower Ballycotteen,Clare,52.9683333,-9.4072222,265,1574
Maghera Cross,Clare,52.8872222,-8.8444444,354,2507
Magowha,Clare,52.8875,-9.0525,223,2507
Mahonburgh Bridge,Clare,52.8163889,-9.05,246,2511
Martrybeg,Clare,52.9230556,-9.1805556,252,2503
Mary Fort,Clare,52.8794444,-8.7172222,354,2507
Mauricemills,Clare,52.8972222,-9.1444444,351,2507
Mauricesmills,Clare,52.8972222,-9.1444444,351,2507
Milltown Malbay,Clare,52.8552778,-9.3983333,216,1989
Miltown Malbay,Clare,52.8552778,-9.3983333,216,1989
Mount Catherine,Clare,52.7077778,-8.5752778,85,4026
Mountrivers Bridge,Clare,52.7363889,-9.4936111,91,2208
Mountshannon,Clare,52.9305556,-8.4258333,180,1972
Moveen,Clare,52.6486111,-9.7008333,209,1835
Moy More,Clare,52.9030556,-9.3430556,367,2117
Moyasta,Clare,52.6713889,-9.5383333,3,2460
Moyglass Bridge,Clare,52.7966667,-9.3658333,246,2511
Mullach,Clare,52.8008333,-9.4119444,177,2408
Mullagh,Clare,52.8008333,-9.4119444,177,2408
Nesters Bridge,Clare,52.8938889,-8.8219444,226,2507
Nesters Bridge,Clare,52.8938889,-8.8219444,226,2507
New Bridge,Clare,52.6538889,-9.235,65,2915
New Quay,Clare,53.1547222,-9.0797222,36,1500
Newhall Cross Roads,Clare,52.7986111,-9.0138889,396,2511
Newmarket on Fergus,Clare,52.76,-8.8955556,16,2514
Newtown,Clare,52.6341667,-9.7294444,180,1380
Noughaval,Clare,53.0188889,-9.1705556,324,2497
Noughaval,Clare,52.8319444,-8.9161111,160,2511
OBriens Bridge,Clare,52.9530556,-9.3491667,36,2113
OBriens Bridge,Clare,52.9530556,-9.3491667,36,2113
OBriensbridge,Clare,52.7547222,-8.4969444,150,2858
OBriensbridge,Clare,52.7547222,-8.4969444,150,2858
OCallaghansmills,Clare,52.8413889,-8.6863889,190,2510
OCallaghansmills,Clare,52.8413889,-8.6863889,190,2510
Ogonnelloe,Clare,52.8880556,-8.4575,288,1638
Oil Mill Bridge,Clare,52.7286111,-8.7675,177,2654
Oldtown,Clare,52.6322222,-9.7516667,252,933
Oughtmama,Clare,53.1188889,-9.0361111,508,2443
Poulagower,Clare,52.9244444,-8.5866667,311,2503
Querrin,Clare,52.6347222,-9.5952778,0,2464
Quilty,Clare,52.8169444,-9.4508333,137,1863
Quin,Clare,52.8186111,-8.8669444,59,2511
Quinn,Clare,52.8186111,-8.8669444,59,2511
Raheen Bridge,Clare,52.8886111,-8.5116667,452,2348
Ravoganagh,Clare,52.7333333,-9.5166667,3,1885
Regalnka Bridge,Clare,52.8941667,-9.2036111,206,2507
Rinecaha,Clare,52.9944444,-8.9438889,173,2522
Rinn na Spainneach,Clare,52.8497222,-9.4380556,0,1261
Rinn na Spáinneach,Clare,52.8497222,-9.4380556,0,1261
Rinnagonnaght,Clare,52.7333333,-9.5166667,3,1885
Rinnamona,Clare,52.9888889,-9.0461111,209,2500
Rinneen,Clare,52.8905556,-9.3891667,219,1609
Roadford,Clare,53.0227778,-9.3683333,170,2033
Ross,Clare,52.5836111,-9.85,3,601
Rossanure,Clare,52.9111111,-8.6183333,219,2507
Ruan,Clare,52.9305556,-8.9897222,124,2503
Sallybank,Clare,52.7675,-8.6244444,377,2514
Scariff,Clare,52.8988889,-8.5091667,272,2348
Scarriff,Clare,52.8988889,-8.5091667,272,2348
Scotts Bridge,Clare,52.7975,-8.5786111,229,2512
Scotts Bridge,Clare,52.7975,-8.5786111,229,2512
Shannon,Clare,52.7038889,-8.8641667,0,3652
Shanvally,Clare,53.1258333,-9.0455556,341,1500
Shanweela,Clare,52.915,-9.1897222,255,2507
Sionainn,Clare,52.7038889,-8.8641667,0,3652
Sixmilebridge,Clare,52.7413889,-8.7741667,141,2654
Skaghard,Clare,53.0291667,-8.965,213,2501
Sorrel Island Bridge,Clare,52.7647222,-9.2375,433,2514
Spanish Point,Clare,52.8497222,-9.4380556,0,1261
Spectacle Bridge,Clare,53.0280556,-9.3044444,242,2437
Sraid na Cathrach,Clare,52.8552778,-9.3983333,216,1989
Sráid na Cathrach,Clare,52.8552778,-9.3983333,216,1989
Stranagalloon,Clare,52.9594444,-8.9130556,157,2591
Strand,Clare,52.3955556,-9.1105556,498,5490
Tallycreen Bridge,Clare,52.6736111,-9.3094444,65,2520
The Hand Cross Roads,Clare,52.8205556,-9.2638889,498,2511
Tomgraney,Clare,52.8972222,-8.5386111,246,2348
Tooclae,Clare,53.0130556,-9.3555556,213,2033
Toomaghera,Clare,53.0472222,-9.2419444,495,2493
Tromra,Clare,52.8066667,-9.4655556,55,1020
Trusklieve,Clare,52.6277778,-9.7644444,226,933
Tuaim Greine,Clare,52.8972222,-8.5386111,246,2348
Tuaim Gréine,Clare,52.8972222,-8.5386111,246,2348
Tuamgraney,Clare,52.8972222,-8.5386111,246,2348
Tulla,Clare,53.0711111,-8.9411111,177,2663
Tulla,Clare,52.8647222,-8.7605556,498,2510
Tullagh,Clare,52.975,-9.2083333,239,2500
Tullig,Clare,52.6147222,-9.7761111,147,1259
Tullycreen,Clare,52.6838889,-9.3558333,91,2520
Tullycreen Lower,Clare,52.6683333,-9.3272222,55,2520
Tullycreen Upper,Clare,52.6838889,-9.3558333,91,2520
Tullycrine,Clare,52.6838889,-9.3558333,91,2520
Tullygarvan,Clare,52.9152778,-9.3227778,249,2431
Turlough,Clare,53.0922222,-9.0652778,216,2304
Tyredagh Upper,Clare,52.9091667,-8.79,269,2507
Uggoon,Clare,52.9161111,-8.7383333,449,2507
Upper Ballycotteen,Clare,52.9791667,-9.4130556,498,1574
Walterstown,Clare,52.9338889,-8.8861111,213,2526
Whitegate,Clare,52.9491667,-8.3713889,183,1554
Whites Bridge,Clare,52.8875,-9.3088889,436,2431
Whites Bridge,Clare,52.8875,-9.3088889,436,2431
Willbrook,Clare,52.9377778,-9.1280556,380,2503
Woodfield Bridge,Clare,52.8066667,-8.6975,206,2511
Wyndhams Bridge,Clare,52.8461111,-8.7555556,498,2510
Wyndhams Bridge,Clare,52.8461111,-8.7555556,498,2510
Abbotstown,Dublin,53.3930556,-6.355,111,97564
An Caislean Nua,Dublin,53.3011111,-6.5022222,351,50261
An Caisleán Nua,Dublin,53.3011111,-6.5022222,351,50261
An Ros,Dublin,53.5247222,-6.1097222,3,50537
Annfield,Dublin,53.3744444,-6.4055556,114,101055
Artane,Dublin,53.3825,-6.2025,3,84645
Ashtown,Dublin,53.3752778,-6.3305556,42,101763
Dublin,Dublin,53.3330556,-6.2488889,29,88981
Baile Átha Cliath,Dublin,53.3330556,-6.2488889,29,88981
Baile Bhlainseir,Dublin,53.3880556,-6.3755556,72,84894
Baile Bhlainséir,Dublin,53.3880556,-6.3755556,72,84894
Baile Brigin,Dublin,53.6127778,-6.1819444,0,60651
Baile Brigín,Dublin,53.6127778,-6.1819444,0,60651
Baile Duill,Dublin,53.3997222,-6.1258333,3,59010
Baile Dúill,Dublin,53.3997222,-6.1258333,3,59010
Balbriggan,Dublin,53.6127778,-6.1819444,0,60651
Balcunnin,Dublin,53.5633333,-6.1472222,101,73121
Baldongan,Dublin,53.5572222,-6.1569444,147,73121
Baldoyle,Dublin,53.3997222,-6.1258333,3,59010
Baldwinstown,Dublin,53.5647222,-6.3552778,265,65304
Balgriffin,Dublin,53.4094444,-6.1741667,3,84645
Ballinteer,Dublin,53.2827778,-6.2708333,298,100584
Ballisk,Dublin,53.49,-6.1488889,3,71300
Ballough,Dublin,53.5352778,-6.1963889,118,95565
Ballsbridge,Dublin,53.3302778,-6.2305556,9,88981
Ballyboden,Dublin,53.2805556,-6.3163889,337,100201
Ballyboghil,Dublin,53.5252778,-6.2625,91,101751
Ballyboghill,Dublin,53.5252778,-6.2625,91,101751
Ballyboughal,Dublin,53.5252778,-6.2625,91,101751
Ballybrack,Dublin,53.2544444,-6.1477778,88,64370
Ballycorden,Dublin,53.4097222,-6.3680556,249,97564
Ballycorus,Dublin,53.2322222,-6.1672222,479,73557
Ballyfermot,Dublin,53.3452778,-6.3588889,108,102936
Ballyman,Dublin,53.4144444,-6.2652778,72,102013
Ballymount,Dublin,53.3136111,-6.3638889,249,103037
Ballymun,Dublin,53.3963889,-6.2827778,62,102013
Balrickard,Dublin,53.5722222,-6.2416667,259,98391
Balrothery,Dublin,53.5955556,-6.2163889,183,68993
Balscaddan,Dublin,53.6230556,-6.2308333,45,68993
Beaumont,Dublin,53.3913889,-6.2405556,19,97588
Belcamp,Dublin,53.4108333,-6.2022222,16,84645
Beldaragh,Dublin,53.5697222,-6.2508333,252,88714
Belgard,Dublin,53.3030556,-6.3966667,278,103037
Binn Eadair,Dublin,53.3877778,-6.0652778,3,13608
Binn Éadair,Dublin,53.3877778,-6.0652778,3,13608
Blachardstown,Dublin,53.3880556,-6.3755556,72,84894
Blackrock,Dublin,53.3030556,-6.1830556,26,67263
Blanchardstown,Dublin,53.3880556,-6.3755556,72,84894
Booterstown,Dublin,53.31,-6.2155556,59,88981
Brittas,Dublin,53.2369444,-6.4522222,971,55529
Cabinteely,Dublin,53.2594444,-6.1447222,39,64370
Cabra,Dublin,53.3669444,-6.2944444,16,102936
Cappoge,Dublin,53.4008333,-6.3291667,167,101763
Castleknock,Dublin,53.3786111,-6.3922222,91,84894
Chapelizod,Dublin,53.3488889,-6.3466667,52,102936
Chapelmidway,Dublin,53.4575,-6.3102778,157,95212
Cill Inion Leinin,Dublin,53.2522222,-6.1125,0,35294
Cill Iníon Léinín,Dublin,53.2522222,-6.1125,0,35294
Cloghran,Dublin,53.4338889,-6.2263889,42,101370
Clonard,Dublin,53.6058333,-6.2275,98,68993
Clondalkin,Dublin,53.3244444,-6.3972222,229,103037
Clonsilla,Dublin,53.3833333,-6.4166667,131,60153
Clontarf,Dublin,53.3591667,-6.2161111,3,89847
Cluain Dolcain,Dublin,53.3244444,-6.3972222,229,103037
Cluain Dolcáin,Dublin,53.3244444,-6.3972222,229,103037
Cnoc Mhuirfean,Dublin,53.295,-6.2372222,242,88981
Concrete,Dublin,53.31,-6.2472222,144,88981
Coolock,Dublin,53.3883333,-6.1938889,6,84645
Corballis,Dublin,53.4775,-6.1430556,3,71300
Coultry,Dublin,53.4222222,-6.2672222,85,102671
Cross of the Cage,Dublin,53.5802778,-6.1877778,242,92264
Crumlin,Dublin,53.3241667,-6.3286111,170,103037
Cunard,Dublin,53.2302778,-6.3405556,1007,79843
Dalkey,Dublin,53.2783333,-6.1002778,0,35294
Dallyhaysy,Dublin,53.6008333,-6.2313889,154,68993
Damastown,Dublin,53.5558333,-6.3047222,295,75887
Dardistown,Dublin,53.4166667,-6.2383333,52,101370
Deans Grange,Dublin,53.2816667,-6.1677778,75,84907
Deilginis,Dublin,53.2783333,-6.1002778,0,35294
Dermotstown,Dublin,53.59,-6.2241667,190,68993
Dollymount,Dublin,53.3644444,-6.1691667,0,65467
Dolphins Barn,Dublin,53.3341667,-6.3213889,127,102936
Dolphins Barn,Dublin,53.3341667,-6.3213889,127,102936
Domhnach Bat,Dublin,53.4872222,-6.1519444,3,71300
Donabate,Dublin,53.4872222,-6.1519444,3,71300
Donnybrook,Dublin,53.3211111,-6.2152778,3,88981
Drisnoge,Dublin,53.51,-6.2938889,121,93318
Drumcondra,Dublin,53.3711111,-6.2508333,6,101267
Drumleck,Dublin,53.3636111,-6.0827778,0,11047
Dublin,Dublin,53.3330556,-6.2488889,29,88981
Dun Laoghaire,Dublin,53.2925,-6.1286111,3,40100
Dún Laoghaire,Dublin,53.2925,-6.1286111,3,40100
Dundrum,Dublin,53.2922222,-6.2669444,246,102164
Dunleary,Dublin,53.2925,-6.1286111,3,40100
Esker,Dublin,53.3505556,-6.4380556,190,88470
Fannings Walls,Dublin,53.5597222,-6.3344444,282,65304
Fannings Walls,Dublin,53.5597222,-6.3344444,282,65304
Feltrim,Dublin,53.4352778,-6.1775,3,94582
Firhouse,Dublin,53.2816667,-6.3391667,351,100549
Forrest Great,Dublin,53.4419444,-6.2630556,98,102671
Fort Bridge,Dublin,53.2597222,-6.3688889,587,100549
Fox and Geese,Dublin,53.3236111,-6.3558333,203,103037
Foxrock,Dublin,53.2666667,-6.1741667,177,84907
Galloping Green,Dublin,53.2755556,-6.1997222,246,84907
Garristown,Dublin,53.5661111,-6.3855556,249,45324
Glasnevin,Dublin,53.3802778,-6.2641667,19,102013
Glencullen,Dublin,53.2216667,-6.2136111,725,71967
Golden Ball,Dublin,53.24,-6.2216667,849,71967
Gracedieu,Dublin,53.5127778,-6.2452778,49,101384
Greatcommon,Dublin,53.5391667,-6.1613889,101,83541
Harolds Cross,Dublin,53.3263889,-6.2947222,124,103037
Harolds Cross,Dublin,53.3263889,-6.2947222,124,103037
Hartstown,Dublin,53.3930556,-6.4269444,154,60153
Howth,Dublin,53.3877778,-6.0652778,3,13608
Hynestown,Dublin,53.5772222,-6.2836111,488,88714
Inchicore,Dublin,53.3377778,-6.3461111,101,102936
Irishtown,Dublin,53.3380556,-6.215,0,89847
Islandbridge,Dublin,53.3483333,-6.3091667,29,102936
Kilbarrack,Dublin,53.3913889,-6.1458333,0,59010
Kill of the Grange,Dublin,53.2791667,-6.1541667,49,64370
Killeek,Dublin,53.4547222,-6.2780556,111,102671
Killiney,Dublin,53.2522222,-6.1125,0,35294
Killosseny,Dublin,53.4886111,-6.3063889,141,90016
Kilmainham,Dublin,53.3333333,-6.2833333,75,102164
Kilmore,Dublin,53.3963889,-6.2280556,26,97588
Kilstillaghan,Dublin,53.4733333,-6.3186111,160,90016
Kiltiernan,Dublin,53.2319444,-6.1911111,492,73557
Kingstown,Dublin,53.2925,-6.1286111,3,40100
Kingstown Cross Roads,Dublin,53.4380556,-6.2955556,131,95212
Kingswood,Dublin,53.3019444,-6.4177778,291,100745
Kinsaley,Dublin,53.4247222,-6.1758333,3,94582
Kitchenstown,Dublin,53.5825,-6.2444444,246,98391
Leamhcan,Dublin,53.3591667,-6.4388889,157,88470
Leamhcán,Dublin,53.3591667,-6.4388889,157,88470
Leopardstown,Dublin,53.2683333,-6.1997222,282,84907
Lidoville,Dublin,53.5,-6.1166667,3,38105
Lispapple Cross Roads,Dublin,53.4838889,-6.2852778,108,102510
Little Bray,Dublin,53.2044444,-6.1208333,32,17734
Loughlinstown,Dublin,53.2438889,-6.1330556,49,61512
Loughshinny,Dublin,53.5491667,-6.0827778,0,17155
Lucan,Dublin,53.3591667,-6.4388889,157,88470
Lusca,Dublin,53.5280556,-6.1691667,49,95565
Lusk,Dublin,53.5280556,-6.1691667,49,95565
Luttrells Cross Roads,Dublin,53.4486111,-6.2947222,134,95212
Luttrells Cross Roads,Dublin,53.4486111,-6.2947222,134,95212
Luttrellstown,Dublin,53.3738889,-6.4322222,124,88470
Malahide,Dublin,53.4508333,-6.1544444,3,68332
Marino,Dublin,53.3666667,-6.2333333,3,89847
Marlfield,Dublin,53.2702778,-6.3872222,531,96720
Merrion,Dublin,53.295,-6.2372222,242,88981
Milltown,Dublin,53.3208333,-6.4594444,259,84178
Milltown,Dublin,53.31,-6.2472222,144,88981
Monkstown,Dublin,53.2888889,-6.1452778,3,64370
Mount Merrion,Dublin,53.295,-6.2372222,242,88981
Mountjoy,Dublin,53.35,-6.25,3,89847
Mountjoy Ward,Dublin,53.35,-6.25,3,89847
Mulhurddart,Dublin,53.4036111,-6.4011111,118,84894
Mullach Ide,Dublin,53.4508333,-6.1544444,3,68332
Mullach Íde,Dublin,53.4508333,-6.1544444,3,68332
Old Connaught,Dublin,53.2083333,-6.1344444,95,29109
Oldbawn,Dublin,53.2755556,-6.3675,387,100549
Oldtown,Dublin,53.5252778,-6.3155556,167,93318
Palmerston,Dublin,53.3627778,-6.3655556,59,102936
Peamount,Dublin,53.3197222,-6.4802778,269,84178
Phibblestown,Dublin,53.4005556,-6.4344444,183,60153
Phibsborough,Dublin,53.3641667,-6.2780556,9,101267
Port Mearnog,Dublin,53.4230556,-6.1375,0,68332
Port Mearnóg,Dublin,53.4230556,-6.1375,0,68332
Portmarnock,Dublin,53.4230556,-6.1375,0,68332
Portraine,Dublin,53.4966667,-6.1111111,0,38105
Raheny,Dublin,53.3825,-6.1744444,3,84645
Ranelagh,Dublin,53.3266667,-6.2447222,49,88981
Rath Cuil,Dublin,53.2827778,-6.4727778,485,76674
Ráth Cúil,Dublin,53.2827778,-6.4727778,485,76674
Rathcoole,Dublin,53.2827778,-6.4727778,485,76674
Rathfarnham,Dublin,53.3005556,-6.2827778,213,102164
Rathgar,Dublin,53.3122222,-6.2683333,160,102164
Rathmines,Dublin,53.3202778,-6.2633333,118,102164
Redgap,Dublin,53.2683333,-6.4752778,882,76674
Richardstown,Dublin,53.5158333,-6.2361111,45,101384
Ringsend,Dublin,53.3419444,-6.2263889,3,89847
Riversdale,Dublin,53.3172222,-6.5075,265,50261
Rockbrook,Dublin,53.2611111,-6.3002778,800,100201
Rush,Dublin,53.5247222,-6.1097222,3,50537
Saggart,Dublin,53.2802778,-6.4444444,511,89397
Saint Doolaghs,Dublin,53.4163889,-6.1805556,9,84645
Saint Margarets,Dublin,53.4316667,-6.3002778,144,95212
Saint Margarets,Dublin,53.4316667,-6.3002778,144,95212
Saint Marnocks,Dublin,53.4308333,-6.1275,0,68332
Sallynoggin,Dublin,53.2736111,-6.1425,19,64370
Sandyford,Dublin,53.2697222,-6.2241667,436,96324
Sandymount,Dublin,53.335,-6.2113889,0,89847
Santry,Dublin,53.3986111,-6.2597222,39,102013
Sea Mount,Dublin,53.4427778,-6.14,3,68332
Seafield,Dublin,53.4747222,-6.1763889,3,93900
Shankill,Dublin,53.2261111,-6.1244444,6,36555
Skephubble,Dublin,53.4516667,-6.3077778,160,95212
Skerries,Dublin,53.5827778,-6.1083333,0,43841
Slade,Dublin,53.2666667,-6.4466667,846,89397
Sord,Dublin,53.4597222,-6.2180556,13,100269
Stepaside,Dublin,53.2525,-6.2136111,554,96324
Stillorgan,Dublin,53.2875,-6.2191667,242,96324
Summerton,Dublin,53.3663889,-6.4075,104,101055
Sutton,Dublin,53.3905556,-6.1216667,0,32157
Swords,Dublin,53.4597222,-6.2180556,13,100269
Tallaght,Dublin,53.2877778,-6.3411111,298,100549
Tamhlacht,Dublin,53.2877778,-6.3411111,298,100549
Teach Sagard,Dublin,53.2802778,-6.4444444,511,89397
Templeogue,Dublin,53.2952778,-6.3088889,272,103037
The Five Roads,Dublin,53.5541667,-6.2091667,236,98391
Tobertown,Dublin,53.6169444,-6.2538889,101,56398
Walkinstown,Dublin,53.3213889,-6.3530556,193,103037
Ward,Dublin,53.4330556,-6.3333333,216,95212
Whitechurch,Dublin,53.2716667,-6.2780556,387,100584
Whitestown,Dublin,53.3986111,-6.4005556,118,84894
Willbrook,Dublin,53.2936111,-6.3119444,272,103037
Williamsville,Dublin,53.4127778,-6.3052778,147,101763
Windy Arbour,Dublin,53.3055556,-6.2580556,150,102164
Woodlands,Dublin,53.4108333,-6.2158333,29,97588
Woodtown,Dublin,53.2658333,-6.3163889,554,100201
Abbeydorney,Kerry,52.35,-9.6833333,239,2412
Abhainn an Scail,Kerry,52.1516667,-10.0566667,219,1558
Abhainn an Scáil,Kerry,52.1516667,-10.0566667,219,1558
Aghacurreen,Kerry,52.0897222,-9.5652778,301,2426
Aghatubrid,Kerry,51.8811111,-10.1963889,173,2320
Aghatubrid Bridge,Kerry,51.8811111,-10.1963889,173,2320
Aghnagar Bridge,Kerry,51.8994444,-10.2486111,45,2137
Aghnanus Bridge,Kerry,51.9538889,-9.3908333,479,2436
Aglish,Kerry,52.1338889,-10.1436111,177,1854
Ahafona,Kerry,52.5044444,-9.6586111,190,1965
Ahavoher Bridge,Kerry,52.4772222,-9.3711111,249,3035
Ahimma,Kerry,52.4902778,-9.6461111,173,2188
An Baile Dubh,Kerry,52.4513889,-9.6625,209,2363
An Caladh,Kerry,51.8861111,-10.3616667,380,1417
An Coirean,Kerry,51.8333333,-10.1666667,45,1293
An Coireán,Kerry,51.8333333,-10.1666667,45,1293
An Croman,Kerry,52.1161111,-9.9027778,3,1524
An Cromán,Kerry,52.1161111,-9.9027778,3,1524
An Daingean,Kerry,52.1408333,-10.2688889,124,1773
An Fearann Fuar,Kerry,52.1666667,-9.55,278,2422
An Fheothanach,Kerry,52.2161111,-10.3555556,177,1007
An Fhianait,Kerry,52.2808333,-9.8675,3,1077
An Laithreach,Kerry,51.75,-9.7666667,337,3273
An Láithreach,Kerry,51.75,-9.7666667,337,3273
An Mhuirioch,Kerry,52.1869444,-10.3638889,59,1756
An Rath Mhor,Kerry,52.0833333,-9.2166667,498,3215
An Ráth Mhór,Kerry,52.0833333,-9.2166667,498,3215
An Snaidhm,Kerry,51.8333333,-9.9,82,1443
An Tochar,Kerry,52.4133333,-9.7319444,383,2380
An Tóchar,Kerry,52.4133333,-9.7319444,383,2380
An tSnaidhm,Kerry,51.8333333,-9.9,82,1443
Anascaul,Kerry,52.1516667,-10.0566667,219,1558
Annagh,Kerry,52.088889,-9.3261111,488,2426
Ard Fhearta,Kerry,52.3333333,-9.7833333,249,2140
Ardamore,Kerry,52.2030556,-10.3658333,72,1756
Ardcanaght,Kerry,52.1638889,-9.7388889,180,2423
Ardcost,Kerry,51.9044444,-10.2780556,134,1938
Ardea,Kerry,51.8144444,-9.7577778,3,1708
Ardea Bridge,Kerry,51.8266667,-9.7425,3,1961
Ardfert,Kerry,52.3333333,-9.7833333,249,2140
Ardmore,Kerry,51.8069444,-9.9905556,242,1779
Ardrahan,Kerry,52.3536111,-9.7561111,206,2401
Ardywanig,Kerry,52.1477778,-9.6627778,275,2423
Astee,Kerry,52.5508333,-9.5605556,213,2422
Atadav Bridge,Kerry,51.7544444,-9.7763889,226,2112
Aughill,Kerry,52.1616667,-9.8772222,0,1495
Aughils,Kerry,52.1616667,-9.8772222,0,1495
Abbevill,Cork,51.9666667,-8.5833333,328,5205
Abbeville,Cork,51.9666667,-8.5833333,328,5205
Abbey Mount,Cork,51.6008333,-9.1377778,328,5077
Abbeymahon,Cork,51.6330556,-8.7752778,3,5097
Adrigole,Cork,51.7008333,-9.725,147,3033
Adrivale,Cork,52.0344444,-9.1105556,1017,5061
Aghabulloge,Cork,51.9333333,-8.8,331,5209
Aghabullogue,Cork,51.9333333,-8.8,331,5209
Aghacunna,Cork,51.8744444,-9.0919444,508,5219
Aghada,Cork,51.8391667,-8.2122222,22,3995
Aghaville,Cork,51.6588889,-9.3433333,259,5243
Aghaville Cross Roads,Cork,51.6588889,-9.3433333,259,5243
Aghavrin Cross Roads,Cork,51.9322222,-8.8113889,341,5209
Aghern,Cork,52.0825,-8.1522222,255,5192
Aghnamarroge Cross Roads,Cork,51.8363889,-8.7483333,318,5219
Aglish,Cork,51.8869444,-8.7641667,249,5215
Agraglin Bridge,Cork,52.1666667,-8.2197222,190,5178
Ahadallane,Cork,52.0222222,-8.6997222,682,5201
Ahadallane Cross Roads,Cork,52.03,-8.6925,675,5201
Ahakista,Cork,51.6055556,-9.6358333,55,2505
Ahaphuca Bridge,Cork,52.3005556,-8.3822222,498,5366
Ahaunduff Cross Roads,Cork,51.8513889,-8.7941667,262,5219
